formOfNode,longitude,latitude
junction,-3.233,52.527
source,-3.149,52.530
source,-3.303,52.529
junction,-3.266,52.530
junction,-3.263,52.532
outlet,-3.266,52.532
source,-3.282,52.537
junction,-3.280,52.537
source,-3.242,52.540
source,-3.252,52.541
source,-3.252,52.541
source,-3.165,52.542
junction,-3.243,52.542
junction,-3.295,52.543
source,-3.306,52.543
junction,-3.241,52.545
junction,-3.305,52.545
junction,-3.316,52.547
junction,-3.235,52.551
junction,-3.292,52.551
source,-3.283,52.552
source,-3.252,52.555
junction,-3.228,52.556
source,-3.087,52.506
source,-3.058,52.508
source,-3.121,52.511
source,-3.091,52.517
junction,-3.006,52.520
junction,-3.007,52.521
source,-3.006,52.521
junction,-3.086,52.521
source,-3.035,52.522
junction,-3.036,52.523
source,-3.107,52.524
junction,-3.051,52.525
junction,-3.045,52.525
source,-3.213,52.481
source,-3.224,52.483
source,-3.184,52.485
junction,-3.222,52.490
source,-3.197,52.491
junction,-3.246,52.490
source,-3.164,52.497
source,-3.241,52.497
junction,-3.179,52.502
junction,-3.236,52.505
junction,-3.210,52.506
junction,-3.228,52.506
junction,-3.170,52.507
source,-3.139,52.510
junction,-3.200,52.512
source,-3.196,52.512
source,-3.232,52.517
source,-3.146,52.520
junction,-3.142,52.522
junction,-3.220,52.522
junction,-3.328,52.446
source,-3.299,52.447
source,-3.332,52.449
source,-3.317,52.451
source,-3.262,52.452
junction,-3.256,52.453
source,-3.267,52.456
source,-3.306,52.463
source,-3.285,52.464
source,-3.330,52.469
source,-3.299,52.478
source,-3.254,52.480
junction,-3.297,52.481
source,-3.318,52.490
source,-3.327,52.491
junction,-3.278,52.497
source,-3.288,52.498
source,-3.338,52.500
junction,-3.267,52.501
source,-3.269,52.502
junction,-3.346,52.502
source,-3.309,52.505
junction,-3.319,52.505
source,-3.300,52.508
junction,-3.321,52.513
source,-3.260,52.516
junction,-3.306,52.516
junction,-3.314,52.517
junction,-3.302,52.520
junction,-3.195,52.414
junction,-3.232,52.417
junction,-3.208,52.419
junction,-3.222,52.422
junction,-3.249,52.430
junction,-3.231,52.431
junction,-3.234,52.447
junction,-3.231,52.453
source,-3.223,52.457
source,-3.247,52.460
source,-3.267,52.411
source,-3.278,52.412
junction,-3.264,52.414
junction,-3.327,52.413
source,-3.326,52.414
junction,-3.299,52.421
source,-3.293,52.422
source,-3.318,52.424
source,-3.252,52.425
junction,-3.296,52.426
source,-3.296,52.426
source,-3.303,52.426
source,-3.338,52.427
source,-3.326,52.432
junction,-3.325,52.436
junction,-3.279,52.437
source,-3.314,52.438
source,-3.282,52.440
junction,-3.291,52.440
source,-3.299,52.440
junction,-3.335,52.440
source,-3.319,52.442
junction,-3.333,52.443
source,-3.333,52.443
source,-3.267,52.443
junction,-3.330,52.445
junction,-3.251,52.446
junction,-3.021,52.307
source,-3.012,52.321
source,-2.986,52.325
source,-3.009,52.333
source,-2.999,52.335
source,-2.984,52.336
junction,-3.011,52.341
source,-3.022,52.268
source,-3.015,52.283
junction,-3.014,52.281
junction,-3.013,52.279
junction,-2.995,52.274
source,-2.995,52.262
junction,-3.023,52.346
junction,-3.010,52.349
junction,-2.989,52.351
source,-3.090,52.207
junction,-3.085,52.161
source,-3.101,52.343
junction,-3.097,52.338
junction,-3.092,52.362
junction,-3.061,52.340
junction,-3.045,52.345
junction,-3.038,52.344
junction,-3.038,52.343
source,-3.033,52.339
source,-3.124,52.043
source,-3.150,52.047
junction,-3.143,52.049
source,-3.113,52.050
junction,-3.091,52.051
junction,-3.151,52.055
source,-3.124,52.059
junction,-3.112,52.064
junction,-3.117,52.067
source,-3.149,52.070
junction,-3.146,52.071
junction,-3.126,52.078
junction,-3.135,52.091
source,-3.145,52.096
junction,-3.119,52.104
source,-3.152,52.109
source,-3.110,52.111
source,-3.033,52.291
source,-3.166,52.293
junction,-3.074,52.297
junction,-3.151,52.303
junction,-3.118,52.306
source,-3.031,52.311
source,-3.065,52.320
junction,-3.133,52.319
source,-3.147,52.322
junction,-3.147,52.324
source,-3.044,52.328
source,-3.078,52.328
source,-3.125,52.328
junction,-3.127,52.329
junction,-3.156,52.334
junction,-3.157,52.335
junction,-3.132,52.335
source,-3.132,52.335
junction,-3.162,52.135
source,-3.159,52.172
source,-3.154,52.194
junction,-3.149,52.176
source,-3.148,52.185
source,-3.144,52.132
junction,-3.140,52.146
junction,-3.138,52.185
source,-3.134,52.146
junction,-3.134,52.146
source,-3.131,52.172
junction,-3.130,52.188
junction,-3.128,52.178
source,-3.128,52.178
source,-3.124,52.191
junction,-3.123,52.188
source,-3.117,52.160
source,-3.116,52.148
junction,-3.113,52.151
junction,-3.113,52.186
source,-3.112,52.172
source,-3.108,52.200
junction,-3.101,52.178
junction,-3.099,52.155
junction,-3.168,52.339
source,-3.167,52.372
junction,-3.166,52.379
junction,-3.163,52.339
junction,-3.160,52.397
source,-3.156,52.372
junction,-3.155,52.377
source,-3.153,52.339
source,-3.143,52.357
junction,-3.137,52.363
junction,-3.137,52.385
junction,-3.132,52.384
source,-3.128,52.338
source,-3.115,52.355
source,-3.107,52.338
junction,-3.104,52.361
source,-3.169,52.265
junction,-3.165,52.234
source,-3.155,52.217
source,-3.152,52.275
source,-3.136,52.257
source,-3.131,52.283
junction,-3.131,52.283
source,-3.112,52.226
junction,-3.106,52.216
source,-3.102,52.262
junction,-3.098,52.254
junction,-3.098,52.258
source,-3.098,52.258
junction,-3.092,52.218
junction,-3.086,52.249
source,-3.085,52.260
source,-3.078,52.255
junction,-3.076,52.246
junction,-3.074,52.214
junction,-3.065,52.283
junction,-3.057,52.240
junction,-3.032,52.284
source,-3.232,52.172
source,-3.225,52.201
source,-3.220,52.141
junction,-3.219,52.132
source,-3.217,52.188
source,-3.211,52.155
junction,-3.207,52.126
source,-3.206,52.128
junction,-3.204,52.125
source,-3.202,52.127
source,-3.203,52.170
junction,-3.195,52.170
junction,-3.190,52.166
junction,-3.187,52.120
source,-3.187,52.180
junction,-3.184,52.169
source,-3.182,52.136
junction,-3.181,52.159
source,-3.181,52.169
source,-3.178,52.129
source,-3.174,52.151
junction,-3.171,52.158
source,-3.168,52.130
source,-3.167,52.157
junction,-3.167,52.157
junction,-3.165,52.132
source,-3.166,52.178
source,-3.166,52.179
junction,-3.165,52.178
source,-3.234,52.078
junction,-3.234,52.078
source,-3.230,52.118
junction,-3.229,52.104
source,-3.225,52.058
junction,-3.226,52.104
source,-3.224,52.102
junction,-3.213,52.104
source,-3.209,52.080
junction,-3.207,52.110
junction,-3.205,52.044
source,-3.207,52.110
source,-3.202,52.103
junction,-3.200,52.043
junction,-3.191,52.119
source,-3.190,52.120
junction,-3.189,52.118
junction,-3.184,52.056
source,-3.184,52.096
source,-3.175,52.064
junction,-3.174,52.070
junction,-3.173,52.056
source,-3.171,52.064
junction,-3.171,52.060
source,-3.171,52.114
junction,-3.169,52.070
junction,-3.169,52.065
junction,-3.267,52.296
source,-3.262,52.308
source,-3.263,52.342
junction,-3.262,52.308
source,-3.260,52.319
junction,-3.254,52.301
junction,-3.253,52.305
junction,-3.243,52.310
junction,-3.238,52.315
junction,-3.238,52.349
source,-3.235,52.350
source,-3.222,52.333
source,-3.214,52.360
source,-3.211,52.345
source,-3.209,52.305
source,-3.207,52.322
source,-3.190,52.319
junction,-3.188,52.340
source,-3.182,52.360
source,-3.178,52.345
junction,-3.173,52.296
source,-3.171,52.332
source,-3.168,52.360
source,-3.270,52.260
source,-3.269,52.239
junction,-3.265,52.213
source,-3.260,52.210
junction,-3.261,52.261
source,-3.259,52.249
source,-3.257,52.268
junction,-3.255,52.216
junction,-3.253,52.253
junction,-3.251,52.228
source,-3.250,52.253
junction,-3.249,52.221
junction,-3.249,52.248
source,-3.247,52.228
source,-3.248,52.276
source,-3.247,52.248
source,-3.243,52.226
source,-3.224,52.216
source,-3.222,52.246
source,-3.221,52.276
source,-3.211,52.221
source,-3.204,52.232
source,-3.197,52.282
source,-3.188,52.271
junction,-3.185,52.254
junction,-3.179,52.227
source,-3.334,52.275
source,-3.328,52.266
source,-3.323,52.229
junction,-3.323,52.246
junction,-3.317,52.249
source,-3.306,52.216
source,-3.307,52.242
junction,-3.305,52.250
junction,-3.300,52.279
junction,-3.298,52.258
source,-3.294,52.242
junction,-3.294,52.257
source,-3.293,52.250
junction,-3.287,52.257
junction,-3.287,52.283
source,-3.286,52.255
junction,-3.284,52.258
junction,-3.282,52.211
source,-3.283,52.268
junction,-3.281,52.282
source,-3.278,52.236
source,-3.277,52.284
source,-3.276,52.273
junction,-3.270,52.261
junction,-3.270,52.260
source,-3.331,52.200
junction,-3.329,52.176
junction,-3.326,52.151
junction,-3.322,52.121
source,-3.323,52.154
source,-3.315,52.161
source,-3.315,52.172
source,-3.310,52.157
source,-3.309,52.156
source,-3.309,52.155
junction,-3.309,52.157
junction,-3.309,52.156
junction,-3.308,52.155
source,-3.308,52.180
junction,-3.308,52.180
junction,-3.304,52.130
junction,-3.300,52.179
junction,-3.294,52.205
junction,-3.293,52.176
junction,-3.290,52.187
source,-3.285,52.192
junction,-3.283,52.157
source,-3.252,52.180
source,-3.241,52.127
junction,-3.238,52.171
junction,-3.232,52.131
source,-3.232,52.130
junction,-3.331,52.054
source,-3.331,52.057
source,-3.329,52.050
junction,-3.329,52.083
junction,-3.324,52.058
junction,-3.319,52.079
source,-3.309,52.106
junction,-3.307,52.077
source,-3.297,52.103
source,-3.295,52.087
junction,-3.294,52.065
source,-3.291,52.051
source,-3.289,52.108
junction,-3.283,52.056
junction,-3.279,52.051
junction,-3.279,52.087
junction,-3.277,52.045
junction,-3.275,52.097
junction,-3.275,52.098
source,-3.274,52.063
source,-3.262,52.115
source,-3.256,52.072
junction,-3.251,52.109
source,-3.251,52.115
junction,-3.250,52.105
source,-3.240,52.078
junction,-3.267,52.360
junction,-3.333,52.361
source,-3.260,52.362
junction,-3.243,52.365
source,-3.303,52.371
source,-3.216,52.374
source,-3.191,52.376
source,-3.252,52.375
junction,-3.341,52.378
junction,-3.339,52.379
source,-3.300,52.379
source,-3.336,52.380
junction,-3.337,52.380
source,-3.172,52.382
source,-3.271,52.382
source,-3.340,52.381
junction,-3.328,52.385
source,-3.224,52.386
source,-3.206,52.390
source,-3.245,52.392
junction,-3.328,52.394
source,-3.222,52.396
junction,-3.222,52.397
source,-3.298,52.398
junction,-3.321,52.403
junction,-3.173,52.405
source,-3.306,52.408
junction,-3.309,52.409
source,-3.338,52.298
source,-3.333,52.309
source,-3.329,52.329
junction,-3.323,52.329
junction,-3.322,52.344
source,-3.322,52.345
junction,-3.321,52.333
junction,-3.317,52.354
junction,-3.315,52.293
junction,-3.315,52.306
source,-3.315,52.307
junction,-3.314,52.304
junction,-3.314,52.322
junction,-3.313,52.312
junction,-3.313,52.352
source,-3.311,52.335
source,-3.310,52.314
source,-3.310,52.354
junction,-3.304,52.311
source,-3.303,52.311
source,-3.292,52.302
source,-3.283,52.318
junction,-3.281,52.284
junction,-3.281,52.339
source,-3.271,52.298
junction,-3.267,52.296
source,-3.247,52.002
junction,-3.247,52.002
junction,-3.240,52.004
source,-3.311,52.010
junction,-3.227,52.014
junction,-3.289,52.014
source,-3.243,52.015
junction,-3.292,52.017
source,-3.215,52.018
source,-3.301,52.019
junction,-3.295,52.019
junction,-3.220,52.022
source,-3.292,52.021
source,-3.325,52.022
source,-3.269,52.024
junction,-3.302,52.026
junction,-3.302,52.026
source,-3.216,52.028
junction,-3.217,52.028
junction,-3.217,52.031
junction,-3.233,52.032
source,-3.237,52.033
junction,-3.211,52.036
junction,-3.250,52.036
source,-3.305,52.036
junction,-3.264,52.039
source,-3.265,52.039
source,-3.075,51.987
source,-3.079,51.989
junction,-3.103,52.005
source,-3.107,52.006
source,-3.121,52.010
source,-3.101,52.012
source,-3.122,52.025
source,-3.100,52.032
junction,-3.054,51.959
junction,-3.055,51.959
source,-3.055,51.959
junction,-3.051,51.961
source,-3.048,51.961
source,-3.049,51.962
source,-3.108,51.962
junction,-3.104,51.962
junction,-3.105,51.963
junction,-3.105,51.963
source,-3.105,51.963
source,-3.102,51.964
junction,-3.065,51.966
source,-3.068,51.967
junction,-3.067,51.967
source,-3.064,51.968
junction,-3.067,51.968
source,-3.066,51.969
junction,-3.115,51.969
junction,-3.072,51.970
junction,-3.121,51.970
junction,-3.074,51.971
source,-3.074,51.971
source,-3.069,51.975
junction,-3.084,51.976
source,-3.107,51.983
junction,-3.087,51.985
junction,-3.083,51.986
source,-3.189,51.978
junction,-3.187,51.981
source,-3.185,51.982
source,-3.185,51.965
junction,-3.184,51.964
junction,-3.182,52.032
source,-3.179,51.995
source,-3.178,52.011
junction,-3.177,52.012
source,-3.166,51.978
junction,-3.166,52.009
source,-3.164,51.996
source,-3.162,52.006
source,-3.154,51.957
source,-3.152,51.966
junction,-3.151,52.020
source,-3.148,51.983
source,-3.148,52.030
junction,-3.145,52.017
source,-3.145,52.015
source,-3.145,52.011
junction,-3.144,52.015
source,-3.143,52.004
source,-3.143,52.011
source,-3.140,52.015
source,-3.132,51.966
source,-3.125,51.963
junction,-3.125,52.025
junction,-3.191,51.952
source,-3.200,51.958
source,-3.274,51.959
junction,-3.273,51.959
junction,-3.264,51.966
source,-3.251,51.969
source,-3.295,51.970
junction,-3.260,51.971
junction,-3.283,51.971
junction,-3.292,51.971
source,-3.198,51.973
source,-3.286,51.973
source,-3.223,51.975
source,-3.297,51.974
junction,-3.191,51.981
junction,-3.222,51.987
source,-3.249,51.987
source,-3.259,51.988
junction,-3.248,51.988
junction,-3.325,51.989
junction,-3.231,51.991
source,-3.327,51.990
junction,-3.326,51.991
junction,-3.246,51.992
junction,-3.232,51.995
junction,-3.328,51.997
source,-3.325,51.999
junction,-3.273,52.000
junction,-3.240,52.001
junction,-3.083,51.939
source,-3.082,51.948
source,-3.082,51.945
source,-3.082,51.952
source,-3.081,51.940
junction,-3.079,51.927
junction,-3.079,51.925
source,-3.079,51.929
junction,-3.068,51.920
source,-3.065,51.930
junction,-3.064,51.926
junction,-3.062,51.918
source,-3.061,51.926
source,-3.058,51.920
source,-3.058,51.953
junction,-3.052,51.953
junction,-3.052,51.952
source,-3.050,51.952
junction,-3.049,51.949
source,-3.048,51.939
source,-3.047,51.951
source,-3.045,51.949
junction,-3.043,51.946
source,-3.042,51.947
junction,-3.041,51.946
junction,-3.039,51.942
source,-3.121,51.946
junction,-3.119,51.917
junction,-3.118,51.936
source,-3.117,51.938
junction,-3.117,51.935
junction,-3.116,51.934
junction,-3.114,51.935
source,-3.114,51.936
source,-3.113,51.914
source,-3.114,51.939
source,-3.113,51.936
source,-3.112,51.953
source,-3.112,51.952
source,-3.110,51.925
junction,-3.111,51.953
source,-3.108,51.916
junction,-3.107,51.914
source,-3.105,51.918
junction,-3.104,51.916
source,-3.103,51.918
junction,-3.103,51.917
source,-3.101,51.920
junction,-3.096,51.956
junction,-3.090,51.950
source,-3.088,51.925
junction,-3.088,51.949
junction,-3.087,51.947
junction,-3.087,51.944
source,-3.086,51.952
junction,-3.189,51.929
junction,-3.189,51.948
junction,-3.188,51.927
junction,-3.186,51.936
source,-3.182,51.903
junction,-3.180,51.881
junction,-3.178,51.877
source,-3.178,51.914
source,-3.175,51.878
source,-3.172,51.889
source,-3.168,51.942
source,-3.165,51.950
source,-3.160,51.894
source,-3.158,51.935
source,-3.156,51.953
junction,-3.155,51.953
source,-3.146,51.918
junction,-3.141,51.944
junction,-3.137,51.942
source,-3.135,51.878
source,-3.136,51.945
junction,-3.136,51.944
source,-3.136,51.944
source,-3.134,51.954
source,-3.127,51.928
junction,-3.124,51.928
junction,-3.123,51.920
source,-3.120,51.881
source,-3.120,51.887
junction,-3.326,51.919
junction,-3.326,51.919
junction,-3.325,51.919
source,-3.326,51.935
source,-3.321,51.916
junction,-3.320,51.919
junction,-3.317,51.919
source,-3.307,51.913
junction,-3.306,51.913
junction,-3.301,51.912
source,-3.301,51.907
source,-3.301,51.912
junction,-3.299,51.885
junction,-3.298,51.910
source,-3.296,51.913
source,-3.295,51.904
junction,-3.295,51.913
source,-3.294,51.894
junction,-3.294,51.893
source,-3.292,51.899
source,-3.290,51.895
junction,-3.289,51.894
source,-3.289,51.896
junction,-3.287,51.904
junction,-3.286,51.897
junction,-3.280,51.903
source,-3.097,51.876
source,-3.112,51.876
junction,-3.111,51.876
source,-3.112,51.876
junction,-3.066,51.877
source,-3.069,51.878
junction,-3.061,51.879
junction,-3.059,51.879
source,-3.087,51.880
source,-3.062,51.881
junction,-3.044,51.881
junction,-3.107,51.882
junction,-3.108,51.884
source,-3.077,51.890
junction,-3.104,51.892
junction,-3.040,51.894
source,-3.047,51.894
junction,-3.089,51.896
source,-3.091,51.897
junction,-3.106,51.897
source,-3.082,51.898
junction,-3.103,51.904
source,-3.087,51.907
junction,-3.096,51.908
junction,-3.112,51.909
source,-3.092,51.912
junction,-3.116,51.912
junction,-3.056,51.913
source,-3.056,51.913
junction,-3.275,51.900
source,-3.274,51.879
source,-3.271,51.874
junction,-3.269,51.875
junction,-3.268,51.879
junction,-3.266,51.931
junction,-3.255,51.911
source,-3.248,51.902
source,-3.239,51.947
source,-3.234,51.874
junction,-3.233,51.875
source,-3.230,51.912
source,-3.219,51.911
source,-3.219,51.949
junction,-3.218,51.947
source,-3.216,51.925
source,-3.216,51.949
source,-3.209,51.931
junction,-3.204,51.909
junction,-3.202,51.932
junction,-3.196,51.897
source,-3.194,51.916
junction,-3.191,51.885
junction,-3.191,51.916
junction,-3.190,51.916
junction,-3.189,51.850
source,-3.215,51.850
source,-3.278,51.852
source,-3.262,51.854
source,-3.269,51.853
junction,-3.275,51.856
junction,-3.273,51.858
source,-3.278,51.860
junction,-3.267,51.860
source,-3.225,51.863
source,-3.248,51.864
junction,-3.249,51.865
junction,-3.228,51.865
source,-3.199,51.866
source,-3.234,51.866
source,-3.214,51.868
source,-3.203,51.869
junction,-3.215,51.869
junction,-3.211,51.870
source,-3.244,51.870
junction,-3.204,51.871
source,-3.197,51.871
junction,-3.194,51.871
source,-3.253,51.871
junction,-3.201,51.871
junction,-3.246,51.872
junction,-3.244,51.872
source,-3.247,51.873
junction,-3.220,51.874
junction,-3.178,51.871
source,-3.178,51.866
junction,-3.174,51.872
source,-3.173,51.865
source,-3.171,51.837
junction,-3.171,51.872
source,-3.168,51.849
junction,-3.168,51.849
junction,-3.161,51.866
junction,-3.155,51.863
source,-3.154,51.869
source,-3.150,51.846
junction,-3.150,51.846
junction,-3.145,51.859
junction,-3.144,51.860
junction,-3.142,51.856
junction,-3.141,51.865
source,-3.141,51.868
source,-3.140,51.831
source,-3.139,51.845
junction,-3.138,51.854
junction,-3.134,51.846
source,-3.134,51.865
junction,-3.119,51.841
junction,-3.111,51.836
junction,-3.108,51.839
junction,-3.106,51.840
source,-3.106,51.838
source,-3.105,51.842
source,-3.104,51.847
junction,-3.104,51.853
source,-3.104,51.853
junction,-3.103,51.840
junction,-3.104,51.868
source,-3.102,51.833
junction,-3.102,51.833
junction,-3.101,51.833
junction,-3.100,51.874
junction,-3.097,51.872
junction,-3.093,51.840
junction,-3.093,51.873
source,-3.092,51.873
junction,-3.090,51.875
junction,-3.084,51.875
source,-3.083,51.875
